			 1397		1.816596
			 1718		1.980751
			 2445		1.851275
			 2813		1.877011
			 3166		1.914800
			 3511		1.717394
			 3876		1.906161
			 4232		1.774301
			 4955		1.636371
			 5334		1.588048
			 5734		1.510474
			 6463		1.678669
			 6828		1.679923
			 7207		1.710741
			 7574		1.709809
			 8261		1.325739
			 8603		1.792557
			 8912		1.663404
			 9240		1.660279
			 9552		1.767978
   16	  332		   18		1.888327
   17	 2416		   19		1.776685
			  324		1.972676
			 1027		1.839339
			 1378		1.747391
			 1699		1.980751
			 2079		1.372577
			 2456		1.855924
			 2801		1.812454
			 3180		1.683203
			 3881		1.890608
			 4223		1.774530
			 4957		1.571093
			 5735		1.510687
			 6467		1.678882
			 6843		1.687261
			 7197		1.710741
			 7573		1.714474
			 8597		1.777004
			 8898		1.663404
			 9244		1.665141
			 9567		1.775530
   18	 7598		   20		1.952717
			  663		1.984848
   19	 1403		   21		1.947752
   20	 9261		   22		1.710989
			  680		1.883675
   21	   23		  679		1.976718
   22	 2425		  319		1.980183
			  674		1.622277
			 1028		1.471348
			 1383		1.811932
			 1712		2.000000
			 2081		1.467746
			 2451		1.827926
			 2799		1.751424
			 3165		1.914587
			 3865		1.836955
			 4233		1.774301
			 4974		1.705577
			 5721		1.807611
			 6079		1.542168
			 6459		1.736468
			 6827		1.863708
			 7196		1.710741
			 7932		1.646620
			 8268		1.827862
			 8604		1.792557
			 8906		1.515179
			 9568		1.767978
   23	  654		  320		1.957533
			 1033		1.976718
			 1704		1.978635
			 2087		1.947565
			 2802		1.941552
			 3178		1.342015
			 4609		1.658451
			 4968		1.581982
			 5359		1.394568
			 8903		1.663404
			 9573		1.500051
			 9934		1.556123
   24	 2428		  321		1.984848
			 1711		2.000000
			 3168		1.914587
			 3870		1.819054
			 4956		1.705577
			 5732		1.815391
			 6082		1.776176
			 6833		1.863708
			 7199		1.710741
			 7936		1.655934
			 8269		1.832527
			 8595		1.777004
			 8902		1.515179
			 9558		1.678439
   25	  657		  322		1.957533
			 1032		1.976718
			 1717		1.978635
			 2094		1.947565
			 2811		1.941552
			 3169		1.342243
			 4614		1.663558
			 4969		1.594655
			 8904		1.663404
			 9560		1.490737
			 9928		1.556123
   26	  660		  323		1.957533
			 1037		1.976718
			 1716		1.978635
			 2095		1.947565
			 2810		1.941552
			 3185		1.361200
			 4608		1.658451
			 4966		1.581982
			 5358		1.394568
			 8900		1.663404
   27	  327		 6473		1.733068
   28	  328		 1022		1.696911
			 1398		1.515508
			 1702		1.645956
			 2450		1.637306
			 2798		1.738451
			 3176		1.465698
			 3517		1.805916
			 4975		1.761304
			 5339		1.708790
			 6062		1.819144
			 6474		1.848642
			 7209		1.679758
			 8263		1.887711
			 8599		1.728665
			 9238		1.744249
   29	  329		 2452		1.935450
			 2809		1.952260
			 6078		1.888349
			 7194		1.762622
			 7929		1.688496
			 8255		1.748529
			 8907		1.603488
   30	  330		 1713		1.984848
			 4971		1.761304
			 8260		1.906896
			 9233		1.699697
   31	  335		 3179		1.955136
			 4953		1.845232
			 6075		1.658703
			 6821		1.972676
			 7202		1.747069
			 7937		1.762927
			 8264		1.756081
			 9563		1.775370
   32	  337		 2084		1.584053
			 5340		1.777996
			 6072		1.888349
			 7577		1.627802
			 9930		1.742437
   33	  340		 1390		1.492175
			 2099		1.796596
			 2791		1.696648
			 4615		1.952982
			 6841		1.678078
			 7201		1.671233
			 8272		1.940021
			 8598		1.834805
			 9557		1.846086
   34	 6487		  664		1.878298
   35	 4989		  665		1.733131
   36	 7945		  667		1.626534
   37	 1046		  668		1.808707
   38	 4254		  669		1.934395
			 3869		1.907414
   39	 7221		  670		1.752119
   40	 3540		  671		1.848178
   41	 1405		  672		1.960795
			 2097		2.000000
   42	 9260		  673		1.920759
   43	 4625		  675		1.812488
   44	 1721		  676		1.788014
			 2075		1.871976
			 2797		1.919260
			 4603		1.931536
			 5337		1.853867
			 9555		1.852105
   45	 6857		  677		1.946611
   46	 2820		  678		1.736264
			 2086		1.655852
			 4240		1.988812
			 4602		1.900378
			 4973		1.900681
			 5347		1.831704
			 6065		1.940076
			 6484		1.869846
			 7195		1.765387
			 7940		1.831445
			 9253		1.827433
			 9566		1.735798
   47	 7949		  681		1.721144
   48	 1730		  682		1.978635
   49	 2821		  683		1.941552
   50	 1731		  684		1.950637
   51	 4255		  685		1.914981
			 6483		1.940076
   52	 1725		  686		1.816916
   53	 2819		  687		1.686161
			 4618		1.903185
			 7939		1.947752
   54	 8278		  688		1.772018
			 5363		1.756575
   55	 2101		  689		1.736264
			 5364		1.901139
			 6849		1.840610
   56	 7213		  690		1.632444
   57	 9582		  691		1.718809
			 4617		1.856982
   58	  692		 2098		1.955301
			 2458		1.944413
   59	  693		 3162		1.914981
   60	  694		 1014		1.967905
   61	  695		 1011		1.976718
   62	  696		 3536		1.908029
   63	  697		 2795		1.978635
   64	  698		 1017		1.984848
   65	 1720		 1020		1.863845
			 2083		1.901139
			 3515		1.777973
			 3868		1.759433
			 4605		1.784072
			 4970		1.685875
			 5354		1.849718
			 6081		1.897131
			 6465		1.799625
			 8271		1.649309
			 8601		1.833421
			 9927		1.755883
   66	 1723		 1021		1.752450
			 2089		1.639592
			 2447		1.856982
			 2800		1.900150
			 3174		1.729582
			 3529		1.723364
			 3883		1.965249
			 4220		1.920758
			 4594		1.980751
			 4961		1.849653
			 5723		1.903538
			 6064		1.623927
			 6480		1.829426
			 6834		1.740653
			 7204		1.696051
			 7580		1.808445
			 7927		1.795346
			 8270		1.971938
			 9561		1.846086
			 9929		1.672414
   67	 4981		 1023		1.784652
			 5341		1.705370
   68	 2828		 1025		1.808850
   69	 3892		 1026		1.867782
   70	 5372		 1029		1.812399
   71	 7942		 1030		1.697469
   72	 3541		 1031		1.808707
			 1707		1.869330
			 2437		1.723767
			 4593		1.917876
			 8266		1.896017
   73	 3187		 1035		1.988812
   74	 7223		 1036		1.941569
			 3860		1.894984
   75	 6856		 1038		1.980751
   76	 1040		 3856		1.988812
   77	 1042		 2090		1.783897
			 2790		1.863845
			 5710		1.788819
			 9926		1.618284
   78	 1044		 2078		1.782047
			 9236		1.817007
   79	 1045		 1381		1.720621
			 1701		1.583506
			 3516		1.672843
			 3877		1.939784
			 4241		1.885943
			 4962		1.664279
			 5365		1.651259
			 6068		1.818841
			 6478		1.848339
			 7584		1.764354
			 7938		1.762927
			 8265		1.667765
			 8594		1.851584
			 9241		1.635118
   80	 1406		 1375		1.900610
   81	 9256		 1379		1.566148
			 1708		1.780947
   82	 3194		 1380		1.711735
			 2815		1.787358
   83	 8283		 1382		1.863377
			 3512		1.896017
   84	 7222		 1384		1.889680
   85	 7951		 1385		1.947752
   86	 6085		 1386		1.849549
			 2076		1.800832
   87	 1732		 1387		1.932903
			 2446		1.903025
			 4222		1.890608
			 4978		1.752678
			 5356		1.780513
			 6466		1.730648
			 7205		1.877938
			 7583		1.310333
			 7935		1.772241
			 8257		1.784072
			 8602		1.854802
			 9247		1.776682
			 9931		1.686678
   88	 4987		 1388		1.919260
   89	 3196		 1389		1.914800
   90	 4626		 1391		1.897314
			 3172		1.895272
			 4951		1.931536
			 6482		1.903378
			 6823		1.850696
   91	 6492		 1392		1.754071
			 8910		1.777618
   92	 6490		 1393		1.834607
			 3521		1.766911
   93	 6094		 1394		2.000000
   94	 9262		 1396		1.835041
   95	 4247		 1399		1.803889
			 6842		1.980751
   96	 4983		 1400		1.691761
			 5724		1.910512
			 6847		1.700682
   97	 4988		 1401		1.584753
			 6848		1.542571
   98	 6488		 1402		1.955136
			 3531		1.887440
   99	 1404		 2071		1.933313
  100	 5747		 1700		1.931536
  101	 7594		 1705		1.760245
			 8901		1.810265
			10204		1.386318
  102	 4986		 1706		1.779348
			 9569		1.824106
  103	 2818		 1709		1.817802
			 4230		1.709996
			 4599		1.900150
  104	 8277		 1714		1.658377
			 3533		1.723205
			 4949		1.756081
  105	 8612		 1715		1.751144
  106	 1719		 5351		1.869330
  107	 1722		 2444		2.000000
			 2812		1.988812
			 3170		1.955136
			 4228		1.892989
			 4587		1.952982
			 5722		1.691039
			 6475		1.802543
			 6820		1.780448
			 7572		1.858550
			 8905		1.446210
			 9246		1.762263
			 9565		1.736676
			 9925		1.672430
  108	 1724		 3867		1.868274
			 5736		1.936134
			 8259		1.892376
			 9235		1.677580
  109	 1726		 4972		1.739946
  110	 1727		 5717		1.971018
			 6460		1.984848
			 6840		1.809938
			 9251		1.835041
  111	 1728		 3514		1.743423
			 4245		1.981031
  112	 1729		 2796		1.622072
			 5338		1.639585
			 6470		1.593935
			 9252		1.800156
  113	 2102		 2065		2.000000
  114	 2106		 2068		1.937462
  115	 4621		 2074		1.856982
  116	 8609		 2077		1.637438
			 3528		1.930222
  117	 9255		 2082		1.833459
  118	 6088		 2085		1.724136
			 6464		1.701459
  119	 8610		 2091		1.711167
			 4225		1.834805
  120	 4980		 2092		1.900681
  121	 9584		 2093		1.764445
			 4950		1.714645
  122	 3186		 2096		1.776176
			 2806		1.947752
			 3522		1.738224
			 4606		1.849644
			 4964		1.915225
			 6058		1.721128
			 6469		1.955136
			 7198		1.816506
			 7575		1.794785
			 7931		1.632378
			 9249		1.833459
			 9554		1.847684
			 9933		1.837008
  123	 2100		 2448		1.852546
			 3520		1.676333
			 3873		1.928380
			 4234		1.812073
			 4976		1.607341
			 5336		1.699461
			 6071		1.809815
			 6481		1.814677
			 6844		1.947565
			 7192		1.663846
			 7571		1.772570
			 7941		1.697469
			 8256		1.756081
			 9572		1.859403
  124	 2103		 2440		1.783897
  125	 2104		 2443		1.900681
  126	 2105		 4242		1.873002
			 4616		1.833672
			 7200		1.765616
  127	 2469		 2431		1.944413
  128	 2830		 2434		1.978635
  129	 7950		 2438		1.728204
			 3875		1.747646
  130	 3889		 2439		1.934425
			 7578		1.984848
  131	 7224		 2441		1.971018
  132	 6853		 2442		1.640512
  133	 7597		 2453		1.794785
  134	 7588		 2454		1.717777
			 6069		1.858550
  135	 2824		 2457		1.909995
  136	 2459		 2803		1.780555
			 3177		1.797820
			 3523		1.607580
			 3864		1.783890
			 4221		1.821402
			 4607		1.715095
			 4965		1.752678
			 5346		1.669172
			 6067		1.663352
			 6472		1.758720
			 7928		1.590057
			 9243		1.683128
			 9553		1.787358
  137	 2460		 2804		1.869096
			 3526		1.917876
			 4958		1.822693
			 5353		1.911157
			 6076		1.935450
			 6477		1.701459
			 7208		1.810174
			 8258		1.779939
			 9242		1.879542
  138	 2461		 4952		1.909995
			 6080		2.000000
  139	 2462		 3525		1.621083
			 9556		1.856982
  140	 2463		 8252		1.934425
  141	 2464		 4977		1.971018
  142	 2465		 3530		1.848178
			 5718		1.783843
  143	 2466		 5345		1.816315
  144	 2467		 6066		1.796994
  145	 2468		 4590		1.754565
  146	 8611		 2792		1.771414
			 4604		1.815125
			 5728		1.788115
  147	 7944		 2793		1.795346
  148	 5374		 2805		1.901139
  149	 4629		 2807		1.872839
			 4238		1.980751
  150	 8920		 2808		1.949677
  151	 6855		 2816		1.683817
			 5360		1.738594
  152	 2822		 6074		1.946611
			 9918		1.571601
  153	 2823		 3510		1.673072
			 4219		1.788801
			 4620		1.661840
			 4967		1.812570
			 6822		1.794468
			 7930		1.747646
			 8267		1.911060
			 8596		1.930222
			 9250		1.780947
  154	 2825		 4948		1.919260
  155	 2826		 3862		1.869096
  156	 2827		 5711		1.840356
  157	 2829		 5349		1.872839
  158	 4251		 3173		1.988812
			 6826		1.748204
  159	 9579		 3175		1.787358
			 4601		1.775848
			 6835		1.744136
  160	 8282		 3181		1.755638
			 4218		1.776528
  161	 7218		 3182		1.766056
			 3866		1.622696
  162	 4984		 3184		1.790827
			 4216		1.915225
  163	 3188		 4944		1.895272
  164	 3189		 4585		1.626732
  165	 3190		10195		1.361200
  166	 3191		10144		1.465698
  167	 3192		10213		1.213211
  168	 3193		 5362		1.813351
			 7933		1.845210
			 8909		1.862377
  169	 3195		10138		1.416098
  170	 3543		 3506		1.939265
  171	 8276		 3513		1.709767
			 4239		1.971938
  172	 6084		 3518		1.841642
			 5712		1.939265
  173	 8275		 3519		1.911060
			 6838		1.784463
			 9248		1.883675
  174	 9938		 3524		1.672430
			10201		1.372856
  175	 7943		 3532		1.845211
  176	 8916		 3534		1.663403
  177	 5746		 3535		1.939265
  178	 9259		 3537		1.794762
			 4612		1.744051
  179	 3538		 6836		1.930222
  180	 3539		10117		1.551481
  181	 3542		 4586		1.887440
  182	 8273		 3859		1.729638
  183	 7211		 3861		1.877938
  184	 9586		 3863		1.810439
			 5367		1.852105
  185	 8606		 3871		1.795115
  186	 6489		 3872		1.650481
  187	 7589		 3874		1.641742
  188	 6493		 3879		1.984848
  189	 6851		 3880		1.865957
			 4224		1.972676
  190	 3884		 6063		1.809216
			 6476		1.834607
			 7582		1.812011
			 9570		1.821654
  191	 3885		 6450		1.907414
  192	 3886		 6471		1.669034
  193	 3887		 4963		1.722587
			 5357		1.815480
			 6846		1.747851
			 9564		1.399984
  194	 3888		 4611		1.737009
			 5350		1.880865
  195	 3890		 4244		1.965249
  196	 3891		 5720		1.869096
  197	 6090		 4226		1.940076
  198	 9585		 4227		1.859403
			 6830		1.738594
  199	 8607		 4229		1.851584
  200	 8608		 4235		1.854802
  201	 7595		 4236		1.809668
  202	 9581		 4237		1.846086
  203	 7596		 4243		1.812011
  204	 4248		10162		1.455523
  205	 4249		 5335		1.802846
			 6070		1.871756
  206	 4250		 9239		1.920759
  207	 4252		 5368		1.923072
  208	 4253		 8899		1.949677
  209	 4256		 4960		1.804716
  210	 6092		 4588		1.820121
			 5719		1.871756
  211	 6858		 4589		1.747851
  212	 6485		 4591		1.771347
			 5714		1.869846
  213	 7212		 4592		1.636394
  214	 5373		 4595		1.911157
  215	 9580		 4596		1.799182
  216	 8605		 4597		1.695964
			 6825		1.674120
  217	 9257		 4598		1.790136
  218	 6091		 4600		1.837008
  219	 7214		 4610		1.626829
  220	 4982		 4613		1.736232
  221	 8613		 4619		1.833421
  222	 4622		10147		1.435092
  223	 4623		 7180		1.839656
  224	 4624		 7183		1.887440
  225	 4627		 5725		1.900378
  226	 4628		 5343		1.911157
  227	 4990		 4941		1.971019
  228	 6083		 4947		1.795197
  229	 4979		10108		1.621186
  230	 8279		 5342		1.756745
  231	 9258		 5344		1.827911
  232	 6852		 5348		1.794468
  233	 7587		 5355		1.784596
  234	 7947		 5361		1.669486
  235	 9583		 5366		1.586770
  236	 5370		10126		1.617251
  237	 5371		10132		1.553734
  238	 5375		 5707		1.923072
  239	 5376		 7186		1.858428
  240	 8281		 5713		1.673159
  241	 7220		 5715		1.696051
  242	 6850		 5716		1.784463
  243	 6491		 5726		1.857630
  244	 8280		 5727		1.784072
  245	 9576		 5729		1.684434
  246	 6093		 5730		1.858550
  247	 5739		 6831		1.858550
  248	 5740		 6073		1.701229
  249	 5741		10150		1.430657
  250	 5742		 6461		1.660023
  251	 5743		 6839		1.892105
  252	 5744		 7193		1.971018
			 8914		1.909691
  253	 5745		 7189		1.910512
  254	 7948		 6060		1.733329
  255	 9943		 6077		1.837008
  256	 6086		 9922		1.640009
  257	 6087		10183		1.434207
  258	 6089		 6832		1.946611
  259	 6859		 6453		1.858550
  260	 6495		 6456		1.940076
  261	 6486		 6837		1.772460
			 8913		1.788949
  262	 6494		 9919		1.621022
  263	 7215		10120		1.523630
  264	 7216		 9921		1.460694
  265	 7217		10165		1.427525
  266	 7219		10207		1.353670
  267	 7585		10198		1.338331
  268	 7586		10210		1.357221
  269	 7590		10180		1.482422
  270	 7591		10156		1.454424
  271	 7592		10159		1.469749
  272	 7593		10105		1.534289
  273	 7946		10102		1.632378
  274	 8274		10192		1.461231
  275	 9578		 8908		1.591696
  276	 8915		 9920		1.591696
  277	 8917		10171		1.446210
  278	 8918		10099		1.493969
  279	 8921		 9923		1.386065
  280	 8922		10153		1.481308
  281	 9254		10186		1.504700
  282	 9574		10141		1.403419
  283	 9575		10177		1.478857
  284	 9577		10168		1.494425
  285	 9935		10135		1.591696
  286	 9936		10174		1.460694
  287	 9937		10114		1.618284
  288	 9939		10123		1.571601
  289	 9940		10111		1.621022
  290	 9941		10129		1.640009
  291	 9942		10189		1.398510
